image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.0936104850499,0.0221320728212,0.0192907817337,0.0195142129134,0.754385588336,0.0495963864285,0.0198816392821,0.0215888334354
img_00007.jpg,0.916735381209,0.0126868814542,0.0104991269642,0.0103700581541,0.0123332098699,0.0103810312635,0.00992298027359,0.0170713308121
img_00009.jpg,0.921049026516,0.0258703123685,0.00784882211233,0.00796506785988,0.0099261319277,0.00968308417905,0.00787476206286,0.00978279297322
img_00018.jpg,0.898067815186,0.0121221311439,0.00926383472874,0.00878935356558,0.011290976441,0.0101745118065,0.00874510743366,0.0415462696948
img_00027.jpg,0.197907117778,0.0943167360701,0.0648087410729,0.0639347921643,0.113766413332,0.286228689271,0.0882105633671,0.0908269469452
img_00030.jpg,0.433936592404,0.0520946296827,0.0533005963459,0.0815470616105,0.188927192943,0.0518663120095,0.0820474917462,0.0562801232584
img_00040.jpg,0.434747708122,0.0545473099053,0.0425541806776,0.0443809413004,0.0468140576639,0.138509122235,0.0434843303639,0.194962349732
img_00046.jpg,0.622088427702,0.0204314173476,0.0185514661139,0.0145729773686,0.278581190001,0.0143491891032,0.0149741496023,0.0164511827612
img_00053.jpg,0.935880919599,0.0127743706678,0.00816848633197,0.0080382514857,0.00988396977159,0.00785776761257,0.00784943039199,0.00954680413973
img_00071.jpg,0.708484486571,0.0186470345151,0.0119002273163,0.015727643831,0.191191538698,0.0145228715439,0.0275966706482,0.0119295268765
img_00075.jpg,0.519491981038,0.0414425183497,0.0360827194362,0.0366288546904,0.22627111934,0.0385014376037,0.0421391734931,0.0594421960493
img_00102.jpg,0.176565570241,0.0701541635896,0.0804615423395,0.0589709907941,0.0613366253475,0.18633449084,0.0739568686072,0.292219748241
img_00103.jpg,0.920772648681,0.0125151143492,0.00753474999371,0.00984432936427,0.0124985954401,0.0204200757489,0.00773421688303,0.0086802695394
img_00109.jpg,0.897272671662,0.0123949310386,0.0121635578313,0.011809828857,0.0289331814603,0.0116932070355,0.0117400434872,0.0139925786277
img_00119.jpg,0.071904190144,0.0516045725353,0.0386803482624,0.0382530951762,0.649506567896,0.0395361150463,0.0425922671,0.0679228438394
img_00120.jpg,0.627887494696,0.0223978577865,0.0176333631645,0.0186710083014,0.0192993287799,0.165927518811,0.0170431255705,0.11114030289
img_00125.jpg,0.836384710601,0.0192862220015,0.0176766016948,0.0198685184194,0.038581391084,0.0224357318494,0.0180892489907,0.0276775753593
img_00128.jpg,0.458777799888,0.058431217432,0.0996827776539,0.0501616627185,0.052729383411,0.0540692675726,0.0496555282958,0.176492363028
img_00129.jpg,0.430607405141,0.0547108060501,0.0417139821389,0.0429202805059,0.0452639164864,0.210456297957,0.0412365195795,0.133090792142
img_00133.jpg,0.354955878414,0.0286871204135,0.0194839771984,0.0199958448886,0.485309813258,0.0255685213618,0.0193453841038,0.0466534603616
img_00138.jpg,0.692816984366,0.0427476965251,0.0480572072368,0.0365413645824,0.061138637999,0.0430928399229,0.0362966066232,0.0393086627445
img_00141.jpg,0.0949945346283,0.0287608236478,0.0616239384634,0.0292111540166,0.039579742725,0.0386678629889,0.0285212243891,0.678640719141
img_00152.jpg,0.782038942912,0.0215753923353,0.0198513242433,0.0200467160695,0.022730903621,0.0350345936403,0.0202950836037,0.0784270435744
img_00161.jpg,0.0293582493512,0.0236581282021,0.019494094022,0.0312892831936,0.0206477023817,0.0231506855037,0.0591546819773,0.793247175368
img_00164.jpg,0.142409061335,0.0254215289616,0.025675698537,0.0258045692183,0.684366063659,0.0305046674825,0.0258057999855,0.040012610822
img_00170.jpg,0.818092179671,0.0616736947424,0.0198503346008,0.0197867828945,0.0199042456476,0.0295763534953,0.0148403967121,0.0162760122367
img_00171.jpg,0.391346056249,0.10383339844,0.0641023746494,0.0878281140754,0.127599202044,0.0846795210042,0.0721036676943,0.0685076658435
img_00172.jpg,0.0295403703768,0.0092219518384,0.00841373509932,0.00818479920549,0.913527972844,0.0123043835756,0.00866995586084,0.0101368311999
img_00175.jpg,0.861283099843,0.017895059476,0.0154502550613,0.0188639356696,0.0338883440042,0.0211430300144,0.015488693737,0.0159875821941
img_00180.jpg,0.774011848824,0.0261548629701,0.0238465940598,0.0238849768913,0.0608488539161,0.024468441705,0.0247267479472,0.0420576736862
img_00196.jpg,0.0405739165983,0.0266218987275,0.0193742921572,0.0178241749609,0.828706579253,0.0195705193876,0.0187422034848,0.0285864154307
img_00212.jpg,0.811469470732,0.0201509347743,0.0148098460868,0.0143854734869,0.0155624046861,0.015964121652,0.0147304439339,0.0929273046482
img_00223.jpg,0.884449639187,0.0143390052325,0.0137539176497,0.0133450066026,0.0242252534969,0.0229000424272,0.0133853179184,0.0136018174856
img_00230.jpg,0.91634947879,0.013678019657,0.0084486460864,0.00961360366659,0.00817923073086,0.0192750306079,0.0080120525859,0.0164439378755
img_00232.jpg,0.546151375778,0.065613376327,0.0694196778608,0.0519764672442,0.0807820109885,0.0532974821478,0.0693516172724,0.0634079923811
img_00244.jpg,0.927027566214,0.0117483599417,0.00861394309301,0.00910836030274,0.0134120733077,0.0123120863824,0.0091459982411,0.00863161251784
img_00272.jpg,0.878575288721,0.0123328926204,0.0141295249121,0.0108955129802,0.0156604733707,0.0450494160561,0.0108183564687,0.0125385348706
img_00280.jpg,0.344456898237,0.00706401846279,0.00700603695193,0.00715110998282,0.612506401394,0.00698873900358,0.00703011881462,0.00779667715341
img_00282.jpg,0.814303278046,0.0193187976972,0.0171049154071,0.0241190820263,0.0404299574084,0.0483197934183,0.0188677267676,0.0175364492286
img_00285.jpg,0.428962851994,0.0589824554739,0.102639347965,0.0584727986268,0.0671126394681,0.0885176334732,0.0563105773472,0.139001695653
img_00289.jpg,0.889758676437,0.0123918331834,0.0126156506126,0.0127098222512,0.0291670798987,0.0153181663407,0.0129250322006,0.0151137390757
img_00292.jpg,0.507771254285,0.0576882380844,0.0569191488535,0.0447015593401,0.0487326713913,0.0474961198417,0.0672040730688,0.169486935135
img_00302.jpg,0.169494373772,0.0583390511031,0.0500376343673,0.0731011963882,0.0529020943588,0.382990744197,0.0494364555664,0.163698450247
img_00311.jpg,0.84419646656,0.0110926334239,0.00927027769303,0.00928335586089,0.0949368662036,0.0110225077044,0.00934710108127,0.0108507914725
img_00320.jpg,0.896845889741,0.0158345331989,0.010332609621,0.010272714222,0.0273930344984,0.0138168465357,0.0121172679827,0.0133871042004
img_00331.jpg,0.912708924986,0.0101644794656,0.00821503214635,0.00840252130493,0.00908518808744,0.0295277457473,0.00872113174219,0.0131749765201
img_00358.jpg,0.104781468825,0.479593158563,0.0494732011918,0.0485479421252,0.0493478627361,0.101873646144,0.0463598948949,0.12002282552
img_00374.jpg,0.712609635256,0.0273923869604,0.0263196094295,0.0269592419426,0.034383890883,0.0261932595858,0.0256828914892,0.120459084453
img_00375.jpg,0.76262453739,0.033608537863,0.0274023737657,0.0285562253139,0.0338405503555,0.0373202314336,0.0273876682595,0.0492598756183
img_00376.jpg,0.74948902716,0.0250891762148,0.0219458390137,0.0426614275765,0.029914597336,0.0724457215316,0.0221999627078,0.0362542484597
